cor;time;raccoons_bought
55.693363 37.567644;442072413;4
55.830624 37.59966;441797182;1
55.755029 37.626717;442266670;5
55.806241 37.652741;442046923;0
55.743512 37.705787;441966054;4
55.77633 37.738234;442136298;5
55.625984 37.619396;441910950;0
55.739123 37.622558;441981381;0
55.755414 37.738989;441801172;1
55.763457 37.796687;442200821;1
55.739123 37.622558;441998177;0
55.801501 37.457573;442157656;0
55.749876 37.754071;441976044;3
55.756184 37.655499;442362588;5
55.668894 37.577714;442213027;4
55.808569 37.704691;442016364;3
55.752014 37.677229;442149845;1
55.818002 37.461032;442142846;5
55.725463 37.615389;442046222;4
55.766147 37.615075;441853199;0
55.732996 37.698654;442248674;4
55.753534 37.698277;441834610;3
55.792999 37.460664;442350171;2
55.769919 37.690507;441872454;0
55.695758 37.565147;441789210;4
55.777803 37.669693;441870142;1
55.76212 37.485304;441969563;2
55.764131 37.631541;441844251;5
55.869672 37.654592;442006380;2
55.681767 37.516575;441835909;4
55.831054 37.676574;442065455;2
55.818002 37.461032;441901155;2
55.755368 37.646471;442295687;0
55.765853 37.633517;442119623;3
55.786308 37.695187;442262948;45
55.785118 37.631954;441989300;1
55.70494 37.569791;442160331;4
55.704874 37.585359;441871690;2
55.680133 37.571516;441895352;2
55.749876 37.754071;441919071;18
55.979833 37.398455;442165273;2
55.680986 37.632808;441798567;3
55.759436 37.637407;442293752;0
55.785392 37.628747;442167541;5
55.713045 37.591593;442067023;4
55.737512 37.626304;442300683;5
55.793763 37.463745;441809663;5
55.665741 37.620312;441770465;5
55.701029 37.576178;442112555;3
55.753443 37.636284;442006483;0
55.737512 37.626304;442342925;5
55.775348 37.54736;441968840;2
55.81042 37.523986;442000440;2
55.782658 37.584101;442366243;4
55.785665 37.48402;442351010;3
55.727339 37.532277;442157416;2
55.752095 37.66512;442071152;0
55.757597 37.608356;442068045;4
55.782658 37.584101;442062486;2
55.705458 37.550926;441952559;1
55.815848 37.527606;441989299;228
55.765377 37.581164;442069578;5
55.674702 37.561293;442278258;1
55.664568 37.618444;442299110;1
55.721508 37.775811;442123008;5
55.765691 37.651223;441846362;1
55.646828 37.508113;442222864;28
55.702987 37.53093;442046043;1
55.82706 37.557601;442049954;1
55.678148 37.584451;441848278;4
55.647229 37.510754;441999912;1
55.647229 37.510754;441829739;5
55.662136 37.547046;442310706;1
55.770841 37.589374;442184807;5
55.774775 37.54745;442212853;3
55.65144 37.538323;442250759;4
55.798166 37.452785;442033918;1
55.774396 37.596534;442311019;0
55.71625 37.694971;442052479;275
55.812676 37.518003;441883900;2
55.761036 37.638422;441992673;2
55.578788 37.673313;441980277;3
55.744272 37.589617;442042951;2
55.65849 37.606092;441967092;0
55.800433 37.461724;441980569;5
55.844753 37.500926;441833224;3
55.756457 37.610691;442054228;0
55.786298 37.572306;441829364;4
55.757237 37.654457;441883586;1
55.669021 37.481576;442173130;2
55.667792 37.442024;442348013;54
55.737451 37.635485;442161283;5
55.658556 37.637793;442257919;3
55.649703 37.671849;442332365;4
55.786455 37.576313;442053942;0
55.745199 37.645133;441797267;4
55.808569 37.704691;442159269;3
55.706528 37.518506;442356746;2
55.770517 37.729961;441929011;0
55.757121 37.378225;441918936;1
55.869698 37.46714;441945235;4
55.784708 37.628163;442079146;3
55.647534 37.509999;442334955;0
55.808569 37.704691;442112021;3
55.67691 37.585359;441958147;2
55.837444 37.443129;442225166;2
55.694718 37.536562;441827368;0
55.664324 37.488062;442116782;3
55.751427 37.648942;442223101;2
55.708694 37.751349;441775471;1
55.762227 37.590937;441896099;5
55.755662 37.702993;442079882;5
55.761852 37.709713;442241973;2
55.85869 37.640381;442257027;0
55.794234 37.559766;441821458;0
55.74037 37.636374;441911574;154
55.695758 37.565147;442335509;4
55.688969 37.572621;441825579;1
55.761852 37.709713;442222385;1
55.648494 37.55204;441898429;5
55.786733 37.626026;442091235;0
55.733655 37.568695;442015257;2
55.765954 37.652876;442034809;0
55.7216 37.675918;442049551;3
55.756624 37.623106;442172262;0
55.616961 37.614123;441853101;1
55.761852 37.709713;442000347;3
55.782658 37.584101;441970608;0
55.699634 37.570339;442200854;3
55.684584 37.491296;441950038;2
55.68534 37.55116;442043587;0
55.808569 37.704691;442250727;3
55.827257 37.413188;441976973;5
55.7389 37.621282;442330374;3
55.735251 37.569297;441907971;92
55.645492 37.508463;442266019;5
55.764642 37.677373;441767987;22
55.673818 37.598106;442009963;2
55.675961 37.571255;441865692;5
55.766147 37.615075;442161682;1
55.831069 37.675918;442340092;3
55.712071 37.592321;441901412;0
55.740852 37.593435;442156362;0
55.722512 37.772918;442278856;3
55.722512 37.772918;442019474;0
55.66369 37.544872;441817842;4
55.695403 37.567123;442247534;4
55.843121 37.491072;441875422;1
55.682706 37.66132;442201054;5
55.721508 37.775811;442293960;3
55.65146 37.542904;441962389;1
55.798546 37.448779;441798702;5
55.623402 37.668848;441803561;5
55.657499 37.645214;442198010;1
55.792635 37.462469;442208922;0
55.73477 37.614841;441779994;0
55.736574 37.644666;442206295;216
55.700217 37.529304;441865766;2
55.837373 37.551564;442085495;1
55.783084 37.60187;442255357;4
55.70386 37.524758;442082657;5
55.74037 37.636374;441959514;3
55.649164 37.671049;442028890;3
55.647386 37.67157;442349965;4
55.764131 37.631541;441928918;2
55.738313 37.622046;442096768;2
55.639984 37.523088;442036641;4
55.676697 37.576483;442261687;5
55.786678 37.680724;442242443;5
55.673296 37.480067;442114207;0
55.695758 37.565147;442332818;5
55.75517 37.715444;442262287;111
55.72126 37.741163;442012320;4
55.727339 37.532277;441909712;0
55.767291 37.59083;442011857;4
55.761852 37.709713;442360639;4
55.763847 37.646031;442224331;0
55.837727 37.489131;442016799;5
55.664324 37.488062;442316371;5
55.70386 37.524758;442100276;4
55.694718 37.536562;442110831;12
55.674813 37.567617;441854552;5
55.752724 37.652463;442291367;3
55.765853 37.633517;442310767;0
55.69764 37.570977;441996885;2
55.6657 37.488556;441783539;1
55.748599 37.661266;441864999;4
55.727511 37.564931;442291247;500
55.712016 37.588647;441896542;1
55.686376 37.614491;442237329;2
55.763847 37.646031;441960530;5
55.802133 37.486427;442060204;3
55.695758 37.565147;442148764;5
55.646899 37.479699;442059758;3
55.712016 37.588647;442122342;1
55.646828 37.508113;441862154;4
55.829755 37.413304;442293360;5
55.738313 37.622046;441831578;2
55.647945 37.670654;442348774;2
55.753443 37.636284;442245867;2
55.684584 37.491296;441796316;4
55.708663 37.576079;442128840;3
55.715302 37.696489;442315374;5
55.658743 37.541243;441779566;2
55.727339 37.532277;441905581;0
55.786678 37.62713;441888662;32
55.819929 37.528882;442170634;4
55.763478 37.662066;441846178;2
55.757982 37.715507;442064603;0
55.786075 37.614626;441880634;1
55.799998 37.460143;442066789;4
55.70421 37.621202;442218846;2
55.64727 37.671974;441797041;0
55.743355 37.665587;442350738;5
55.755662 37.702993;442244866;5
55.767798 37.649651;442169126;3
55.646193 37.508211;442199612;0
55.760201 37.712488;442154093;3
55.752724 37.652463;442230454;3
55.678549 37.583023;442267572;4
55.705458 37.550926;441822003;1
55.655097 37.533652;442054781;1
55.798318 37.451348;442298372;3
55.73586 37.627023;441956216;3
55.818877 37.618354;441764411;2
55.761852 37.709713;441796614;3
55.724236 37.626897;442310776;3
55.853976 37.569351;441818994;0
55.698954 37.566144;442226537;3
55.835938 37.509352;441991859;3
55.664324 37.488062;442161337;0
55.759106 37.548788;442302068;4
55.673296 37.480067;441848408;5
55.729321 37.60911;441932258;2
55.798743 37.44921;442122429;1
55.871203 37.51953;441988832;4
55.762242 37.640156;442127287;4
55.703373 37.523582;442219294;1
55.813374 37.478881;442176033;5
55.669021 37.481576;441882277;1
55.753372 37.652463;442140767;5
55.762834 37.798286;442075598;0
55.797943 37.451761;442169580;3
55.733472 37.566844;442323962;5
55.786733 37.626026;442296228;4
55.766754 37.566395;441966224;1
55.829846 37.648412;441842313;92
55.65146 37.542904;441875795;0
55.761411 37.672693;442048457;0
55.815494 37.575396;442200328;5
55.645563 37.506828;441938311;0
55.801931 37.459505;441765603;3
55.649703 37.671849;442275812;1
55.750444 37.645223;441893621;2
55.765853 37.633517;441953231;3
55.832894 37.4266;442162038;2
55.765853 37.633517;442114432;1
55.665919 37.439948;442281849;0
55.680037 37.757278;442132965;5
55.77032 37.661446;441804016;4
55.772102 37.650675;442047728;3
55.616381 37.76371;441763751;3
55.665919 37.439948;442319896;4
55.798971 37.806524;442093484;2
55.744607 37.671238;442339233;4
55.766243 37.663333;442297192;1
55.7567 37.674202;442112666;3
55.64824 37.668399;442122364;2
55.778568 37.736509;442154981;1
55.625984 37.619396;441847008;2
55.78978 37.732341;442006321;3
55.61601 37.623384;442106808;2
55.695865 37.572136;441963767;2
55.765691 37.651223;442109349;2
55.814467 37.592455;441987276;2
55.765853 37.633517;442282194;2
55.701029 37.576178;441815062;2
55.73256 37.567401;442118112;0
55.754547 37.598178;442194210;3
55.733827 37.569899;442048247;1
55.664568 37.618444;442255857;2
55.844753 37.500926;442264888;5
55.802341 37.529151;441802273;4
55.83028 37.404815;442012066;3
55.749785 37.763962;442124606;0
55.763478 37.662066;441857479;5
55.788237 37.628343;441995072;3
55.809378 37.51565;442063545;3
55.786678 37.680724;442267560;3
55.788722 37.741549;442286420;5
55.802341 37.529151;441897934;5
55.757121 37.378225;441948679;2
55.844753 37.500926;441958435;4
55.732276 37.57112;442070666;2
55.814467 37.592455;442333283;1
55.677661 37.586895;441822076;5
55.754411 37.729278;442314698;3
55.68534 37.55116;441883443;0
55.711655 37.581496;441940139;0
55.771727 37.597953;442036930;4
55.757425 37.627059;442279810;5
55.78973 37.508014;442187534;0
55.645334 37.398051;442344413;3
55.765377 37.581164;442155813;284
55.759101 37.598034;442277798;5
55.781119 37.516269;442363380;2
55.747044 37.591234;442142584;4
55.852435 37.536329;441796450;4
55.646193 37.508211;441959414;3
55.80061 37.796184;442342363;3
55.793085 37.458076;441785688;1
55.789461 37.593273;442329413;4
55.756594 37.610341;441771113;3
55.685061 37.552516;442093199;3
55.802341 37.529151;441819795;4
55.71057 37.577561;441956171;0
55.64824 37.668399;441820030;118
55.776462 37.593956;441823497;5
55.756594 37.610341;442354203;0
55.654376 37.554618;442292438;2
55.799902 37.531316;442003818;4
55.858923 37.684057;442005211;0
55.765691 37.651223;441921879;3
55.843469 37.537694;441857485;0
55.630345 37.614608;441894627;4
55.76175 37.647657;442274639;4
55.70038 37.575334;441922845;1
55.703373 37.523582;441904521;188
55.810299 37.504079;442120843;5
55.791228 37.46229;442098723;4
55.695266 37.568336;441784066;4
55.853976 37.569351;442248502;4
55.765974 37.684596;441945295;5
55.766243 37.663333;442069584;0
55.700923 37.542644;442123368;4
55.706315 37.603002;442077599;1
55.789512 37.545959;442237878;475
55.860282 37.658437;442090932;3
55.646828 37.508113;442136301;1
55.739671 37.621408;441813791;0
55.625984 37.619396;441887370;3
55.699578 37.571282;442014423;2
55.753316 37.704916;442048269;3
55.791754 37.465667;441974457;1
55.61601 37.623384;442069393;5
55.802341 37.529151;442298599;2
55.687188 37.551277;441948529;0
55.718851 37.779835;441901376;1
55.698071 37.570168;441809902;1
55.698954 37.566144;441910291;3
55.858923 37.684057;441862302;0
55.7389 37.621282;442010944;5
55.811619 37.650109;442360765;3
55.694769 37.564383;442057399;1
55.779044 37.605939;442152424;186
55.809378 37.51565;442338612;1
55.765974 37.684596;442349126;0
55.656052 37.612039;442143456;3
55.713679 37.831704;442074538;2
55.645131 37.487892;441964687;2
55.721508 37.775811;442239860;360
55.771813 37.575828;442239730;156
55.762789 37.662425;442016812;3
55.798212 37.529313;442056389;3
55.681767 37.516575;442156672;5
55.789806 37.480687;442011481;5
55.710398 37.590219;442167981;3
55.763579 37.623798;442254889;0
55.764642 37.677373;442271056;0
55.824309 37.429303;442222867;5
55.744992 37.510152;442140048;4
55.65849 37.606092;441773599;1
55.771935 37.587847;441793974;0
55.773702 37.59922;442352305;1
55.647386 37.67157;442273396;2
55.785053 37.741863;442095442;5
55.812231 37.482762;441805332;1
55.802148 37.482088;441854684;0
55.773565 37.526061;442310381;5
55.77511 37.54665;442099506;1
55.753443 37.636284;441859190;0
55.785665 37.629053;442277806;3
55.841402 37.586877;442203627;1
55.760201 37.712488;442043811;0
55.754547 37.598178;442188312;0
55.756016 37.536571;441878101;3
55.686376 37.614491;442304062;1
55.762227 37.590937;442260621;4
55.770841 37.589374;441931068;4
55.681767 37.516575;441994710;2
55.762353 37.68049;442104950;1
55.753443 37.636284;441991837;4
55.694769 37.564383;442016234;0
55.728145 37.452085;441810409;3
55.753443 37.636284;442062363;3
55.801136 37.526959;442260950;5
55.871203 37.51953;442068384;178
55.747044 37.591234;441788121;0
55.708663 37.576079;441919453;4
55.679661 37.58535;442352076;5
55.731435 37.678873;442349805;1
55.801607 37.462343;442294126;1
55.700217 37.529304;442325926;5
55.852435 37.536329;441830438;4
55.808569 37.704691;442225641;280
55.861312 37.626322;441795732;5
55.844703 37.571606;441989019;3
55.733148 37.568578;442077677;1
55.763386 37.554636;441856624;4
55.731506 37.574848;441924619;4
55.771393 37.567392;442174776;1
55.738313 37.622046;442334842;4
55.745093 37.664815;442215232;3
55.681767 37.516575;442042485;3
55.789512 37.545959;442018314;5
55.764349 37.793579;441982437;2
55.679661 37.58535;442029848;0
55.760864 37.712246;442316812;4
55.650764 37.539131;442326888;2
55.766562 37.665291;442270773;1
55.843469 37.537694;442057088;1
55.797943 37.451761;441986249;2
55.647737 37.669917;441933806;0
55.705184 37.569207;442036584;4
55.761036 37.638422;442010793;4
55.821821 37.570743;442132392;3
55.653492 37.644746;441799934;4
55.755029 37.737057;442306861;1
55.718851 37.779835;442223932;2
55.577327 37.554861;441951758;5
55.840093 37.48437;442291525;1
55.784769 37.704251;442159119;3
55.759436 37.637407;441944678;0
55.646899 37.479699;441814601;5
55.686848 37.55116;441866989;5
55.715753 37.47492;442139169;1
55.763012 37.683347;442106575;1
55.846775 37.522243;441940856;2
55.871203 37.51953;442253057;4
55.76998 37.592599;442332441;1
55.766562 37.665291;441842501;5
55.665919 37.439948;442024110;1
55.80655 37.504708;442154920;5
55.791309 37.763081;442088033;4
55.793885 37.462649;441856444;2
55.77797 37.631631;442188644;5
55.773894 37.595007;441916565;5
55.755029 37.626717;442279728;0
55.782106 37.597118;442354661;0
55.77236 37.587173;442334356;0
55.646177 37.509352;442050521;1
55.711655 37.581496;442161976;0
55.765974 37.684596;442284414;0
55.65144 37.538323;442190943;2
55.796046 37.562308;442128201;0
55.800215 37.53879;442147570;3
55.765493 37.652849;442171801;1
55.797807 37.454016;442098663;1
55.792635 37.462469;442328300;3
55.653492 37.644746;442349913;4
55.692044 37.555247;441788494;2
55.833223 37.665785;441987245;5
55.697919 37.535628;442198642;5
55.726026 37.778595;442114994;2
55.836833 37.551959;442342564;2
55.771813 37.575828;442044616;3
55.760864 37.712246;442314228;3
55.735789 37.582933;442270758;2
55.739123 37.622558;442229139;2
55.792741 37.654996;441796166;0
55.66241 37.635296;442190110;4
55.783362 37.603604;442214034;5
55.795702 37.560134;442296029;0
55.844106 37.571435;441922225;4
55.657499 37.645214;442258967;0
55.758595 37.64834;442062095;3
55.76213 37.655724;442289383;5
55.757734 37.756659;442058554;3
55.731506 37.574848;442208447;3
55.751918 37.64922;442047012;5
55.701633 37.576798;442253622;0
55.730745 37.57342;442095422;3
55.760864 37.712246;442097237;5
55.670585 37.587057;441797374;4
55.733406 37.570384;441909319;3
55.7931 37.462873;441909520;2
55.764729 37.55478;442046896;400
55.818877 37.618354;442074629;3
55.649723 37.536922;441789079;4
55.706239 37.521111;442287622;4
55.649296 37.672459;442051440;4
55.761436 37.710862;442055873;0
55.647153 37.509478;441862407;3
55.662136 37.547046;442336194;4
55.842514 37.486903;442292916;2
55.66369 37.544872;442051147;2
55.733655 37.568695;442141607;3
55.843121 37.491072;442082696;145
55.716336 37.521731;441856225;3
55.76562 37.649157;442098958;5
55.76562 37.649157;442169985;2
55.793526 37.461939;442112196;38
55.650764 37.539131;441809211;3
55.655097 37.533652;442346007;216
55.647163 37.669513;441951352;0
55.801364 37.477085;442085440;2
55.674813 37.567617;442240388;3
55.711655 37.581496;441795396;99
55.774056 37.583176;441901767;1
55.70494 37.569791;442195693;5
55.786298 37.572306;441803757;51
55.791491 37.463511;441862235;3
55.729321 37.60911;441846092;4
55.801081 37.760072;441951679;0
55.836833 37.551959;441867196;1
55.674813 37.567617;442144054;316
55.801379 37.474695;441781182;4
55.775525 37.549471;442249776;0
55.754669 37.644809;442141915;0
55.678549 37.583023;442228411;430
55.837444 37.443129;442273700;5
55.70212 37.57183;441913281;4
55.704874 37.585359;441901613;1
55.861312 37.626322;441968718;4
55.753372 37.652463;442235361;1
55.840093 37.48437;441915519;3
55.65592 37.618426;441978811;2
55.764146 37.633598;442025399;5
55.782744 37.60275;441789281;4
55.767291 37.59083;441767635;2
55.795337 37.739123;442110388;3
55.713679 37.831704;441897776;0
55.772568 37.615857;441910652;4
55.577327 37.554861;442284677;3
55.650764 37.539131;442188638;3
55.747601 37.590246;441976166;1
55.803722 37.647055;441798289;3
55.759101 37.598034;442355812;3
55.848069 37.379672;442063225;2
55.764146 37.633598;442070638;2
55.706315 37.603002;442278147;5
55.764349 37.793579;442225763;0
55.721508 37.775811;442078792;5
55.765974 37.684596;442200097;3
55.78978 37.732341;442196792;0
55.645131 37.487892;442246707;1
55.792635 37.462469;442002972;0
55.811143 37.804305;441827618;1
55.753443 37.636284;441822621;0
55.787396 37.499372;442133482;0
55.765985 37.651241;442320217;34
55.673148 37.568982;442255204;3
55.786678 37.680724;442254967;12
55.789512 37.545959;441975382;4
55.673148 37.568982;442344213;0
55.818882 37.618893;442286561;4
55.774862 37.712012;441959365;5
55.721539 37.672118;442330988;3
55.733148 37.568578;441798847;120
55.664324 37.488062;442072616;5
55.649164 37.671049;442305606;45
55.736574 37.644666;441853427;5
55.893657 37.520752;441810202;0
55.733655 37.568695;442028841;5
55.801172 37.478118;442271086;1
55.619284 37.609919;441855629;2
55.869698 37.46714;441810307;5
55.71057 37.577561;441940202;1
55.65849 37.606092;442202898;5
55.822979 37.526726;441988554;5
55.754806 37.668579;441828551;0
55.841316 37.585053;442248006;5
55.779059 37.736932;442014706;2
55.793814 37.460071;442320105;5
55.70494 37.569791;441871155;1
55.677661 37.586895;441885175;5
55.705676 37.611796;442069986;4
55.736995 37.690489;442187912;5
55.694743 37.794055;442252391;0
55.755023 37.644639;442139139;3
55.688969 37.572621;441941075;3
55.784835 37.631766;442186735;1
55.756624 37.623106;442275010;3
55.666431 37.575343;441817718;2
55.842514 37.486903;442081792;5
55.783362 37.603604;442120991;2
55.774862 37.712012;441929648;4
55.648494 37.55204;441975419;5
55.645131 37.487892;441789243;2
55.763478 37.662066;441852447;4
55.752151 37.648843;441819154;0
55.765691 37.651223;441930422;1
55.738571 37.618749;442155665;1
55.765458 37.796517;442353011;3
55.788844 37.597306;441976860;5
55.798971 37.806524;442355193;2
55.732276 37.57112;442316272;4
55.695641 37.560161;442144876;4
55.69731 37.532107;442002155;3
55.695758 37.565147;441832087;4
55.708699 37.567734;442202046;4
55.861312 37.626322;442344547;4
55.784045 37.584748;441794176;5
55.753463 37.608751;442231114;5
55.580889 37.556056;441821364;3
55.687035 37.552957;441815579;2
55.743355 37.665587;441921181;2
55.81781 37.706577;442233498;2
55.86352 37.539464;442104323;1
55.853976 37.569351;442175741;5
55.786419 37.634209;441805922;2
55.793308 37.591279;442110354;415
55.695403 37.567123;442170787;1
55.786455 37.576313;442354983;4
55.767904 37.580858;442288436;80
55.64824 37.668399;441975481;4
55.673661 37.552373;442349766;2
55.645131 37.487892;441934592;0
55.811619 37.650109;441956239;4
55.802255 37.462119;441963267;1
55.649423 37.672055;442315022;3
55.712016 37.588647;442191134;2
55.771332 37.465613;442202392;3
55.754669 37.644809;441913806;1
55.645131 37.487892;442123106;4
55.802341 37.529151;441980696;2
55.798166 37.452785;441813855;1
55.687188 37.551277;442215844;0
55.767291 37.59083;442049930;5
55.693145 37.546525;441895125;5
55.646848 37.510233;442081857;1
55.743512 37.705787;442260188;4
55.786065 37.742016;442157825;2
55.843469 37.537694;441903069;5
55.648748 37.668992;442092694;1
55.647275 37.508715;442291348;3
55.732869 37.566925;441919263;4
55.665584 37.543704;442113414;2
55.807719 37.482933;441895948;5
55.752095 37.66512;442244059;2
55.757425 37.627059;442322388;4
55.6942 37.565057;441812870;138
55.802528 37.463907;442317749;0
55.680133 37.571516;442096090;2
55.781914 37.602642;442048654;1
55.680133 37.571516;441802571;5
55.676712 37.568884;442068467;141
55.662136 37.547046;442141685;4
55.721539 37.672118;441977586;4
55.860943 37.486409;442302168;5
55.680037 37.757278;441774627;0
55.764131 37.631541;442175274;5
55.747044 37.591234;442210757;4
55.753443 37.636284;441855340;250
55.674702 37.561293;442322029;3
55.679433 37.566952;441977317;5
55.73586 37.627023;442320678;5
55.77511 37.54665;442003894;3
55.761852 37.709713;441929639;2
55.675514 37.644648;442204739;4
55.733401 37.652921;441945531;3
55.646726 37.670914;442194338;3
55.713917 37.591503;441965990;4
55.765985 37.651241;442028666;5
55.673935 37.612892;441980834;4
55.747601 37.590246;442226817;0
55.69731 37.532107;441805160;4
55.727339 37.532277;441925905;4
55.85384 37.606837;442076599;0
55.67691 37.585359;442059823;2
55.816793 37.645106;442148923;1
55.6942 37.565057;442252495;1
55.761436 37.710862;442330311;0
55.724236 37.626897;442212157;4
55.652781 37.53367;441845368;1
55.798546 37.448779;442173473;5
55.764146 37.633598;442237410;4
55.763478 37.662066;442226890;3
55.674813 37.567617;441918061;2
55.778568 37.736509;442341130;4
55.73477 37.614841;442291744;0
55.867738 37.441116;442037087;4
55.749876 37.754071;442289633;4
55.774056 37.583176;441863615;0
55.84302 37.524273;442031738;1
55.657499 37.645214;442351856;5
55.673818 37.598106;441956110;3
55.646472 37.509864;441872962;5
55.774593 37.629277;442185841;2
55.649484 37.654278;441781147;0
55.808756 37.533068;441806191;0
55.699578 37.571282;441965793;2
55.695626 37.535053;442315083;5
55.84302 37.524273;442100253;2
55.763478 37.662066;442351627;255
55.792098 37.482583;441971433;2
55.668894 37.577714;442270285;1
55.733827 37.569899;442075946;1
55.786308 37.695187;441916688;5
55.623402 37.668848;441820419;1
55.661917 37.602436;442224453;0
55.661013 37.555795;441847664;5
55.771347 37.591225;441932574;3
55.781676 37.715641;441940276;2
55.759436 37.637407;442143356;1
55.792478 37.473761;441858796;3
55.800726 37.554933;442317389;0
55.806241 37.652741;442171046;3
55.764577 37.710683;442023931;1
55.695266 37.568336;442156818;2
55.763554 37.616629;442072659;4
55.732996 37.698654;442135772;5
55.66241 37.635296;441885514;0
55.799092 37.452157;442232780;3
55.818877 37.618354;442267634;0
55.679661 37.58535;442236714;1
55.733655 37.568695;441925905;160
55.765691 37.651223;441918583;0
55.767904 37.580858;441822912;1
55.665584 37.543704;442065538;3
55.757425 37.627059;442051205;3
55.695758 37.565147;441947432;5
55.762227 37.590937;442263644;3
55.753372 37.652463;442016293;3
55.673818 37.598106;442313139;3
55.64634 37.507475;442286156;0
55.802341 37.529151;441777076;5
55.7004 37.492419;442051688;3
55.651018 37.651645;442316272;1
55.759436 37.637407;441894548;4
55.646863 37.508966;441844084;5
55.762191 37.708922;442294411;2
55.771347 37.591225;442316786;3
55.797837 37.452606;442007661;1
55.679661 37.58535;441864840;2
55.843121 37.491072;441964303;4
55.786678 37.680724;441782491;5
55.750261 37.605607;441841837;1
55.647153 37.509478;441947740;0
55.77797 37.631631;442267580;3
55.769347 37.567509;442028668;0
55.76175 37.647657;442352495;5
55.660084 37.520752;442008554;1
55.650434 37.538736;441837364;2
55.773894 37.595007;442277039;3
55.740852 37.593435;442225611;0
55.649703 37.671849;442260627;3
55.657149 37.539302;442033670;5
55.64727 37.671974;442074629;3
55.700217 37.529304;442363067;0
55.680133 37.571516;442323722;32
55.69347 37.560763;442185763;2
55.793763 37.463745;441936139;0
55.855558 37.408705;442331316;1
55.831054 37.676574;442044135;4
55.698071 37.570168;442279159;0
55.677443 37.569773;442195313;5
55.65144 37.538323;442173095;1
55.720697 37.672549;442363176;2
55.779059 37.736932;442021255;4
55.797943 37.451761;441866013;4
55.802513 37.460619;442212122;3
55.732839 37.622306;442200435;5
55.73477 37.614841;441848219;2
55.81781 37.706577;441811324;1
55.700923 37.542644;441775945;0
55.794234 37.559766;442359737;3
55.793308 37.591279;442201900;4
55.72126 37.741163;441788758;4
55.651018 37.651645;442311702;2
55.760864 37.712246;441817137;5
55.645492 37.508463;442112571;1
55.783342 37.602346;442102259;5
55.701029 37.576178;442336202;1
55.811143 37.804305;441809858;2
55.738824 37.633266;442081556;3
55.630345 37.614608;441889429;0
55.732327 37.582296;441984488;3
55.617708 37.614554;442243837;2
55.815989 37.570114;442003171;0
55.799092 37.452157;442185713;3
55.623402 37.668848;441877384;1
55.639984 37.523088;441982447;1
55.698767 37.579196;441841323;5
55.670153 37.582987;441965637;5
55.686655 37.621309;442231182;4
55.808002 37.635853;442340823;4
55.808108 37.520042;441919562;5
55.645563 37.506828;441805662;3
55.795352 37.785099;442290018;3
55.785118 37.631954;442051985;3
55.786657 37.61565;442310668;1
55.788844 37.597306;442333410;0
55.698767 37.579196;442291244;0
55.712016 37.588647;442204862;3
55.801263 37.586212;442034589;2
55.649703 37.671849;442254112;0
55.679661 37.58535;441965833;118
55.67692 37.649867;441900296;0
55.808569 37.704691;441983505;3
55.786455 37.576313;442108942;3
55.681767 37.516575;442296793;1
55.818002 37.461032;442091465;2
55.698279 37.531783;442077069;3
55.80145 37.461427;441949916;1
55.746056 37.593542;442023516;4
55.816303 37.574363;441914045;4
55.818002 37.461032;442117814;1
55.673935 37.612892;442209929;3
55.757121 37.378225;441964599;3
55.748665 37.695025;442136410;5
55.67793 37.456307;442028004;0
55.728358 37.63517;442068906;4
55.674702 37.561293;442161232;3
55.78978 37.732341;442132363;0
55.778568 37.736509;442242565;1
55.802133 37.486427;441919808;4
55.700217 37.529304;442107160;1
55.732996 37.698654;442035044;0
55.617708 37.614554;441875505;1
55.711534 37.589823;442352259;4
55.75517 37.715444;442034145;2
55.791602 37.541243;442289237;2
55.71625 37.694971;442208768;3
55.722512 37.772918;442031282;0
55.788829 37.508598;442100561;1
55.781676 37.715641;441766284;0
55.65144 37.538323;441838451;4
55.671331 37.445814;441929980;0
55.734501 37.580068;441836077;1
55.755029 37.644001;442148210;2
55.733619 37.661275;442009981;2
55.70494 37.569791;441909102;4
55.680133 37.571516;442052624;2
55.803722 37.647055;442321075;0
55.792098 37.482583;441907371;1
55.647275 37.508715;442344233;2
55.800974 37.46476;442141857;2
55.695758 37.565147;442219664;5
55.781676 37.715641;442008156;2
55.824309 37.429303;442184217;1
55.767311 37.613593;441904894;0
55.761411 37.672693;441776405;3
55.800433 37.461724;441814495;1
55.649926 37.670968;442259582;5
55.766557 37.648762;442055840;1
55.798338 37.607152;442037095;200
55.755414 37.738989;442136294;2
55.767904 37.580858;442183481;5
55.837444 37.443129;442115377;265
55.650383 37.537928;442359587;5
55.754633 37.646013;442320279;2
55.697919 37.535628;441909328;2
55.743512 37.705787;442179129;5
55.681767 37.516575;442280412;275
55.817588 37.789088;441830683;2
55.700162 37.569441;442274930;3
55.793085 37.458076;442056894;2
55.801379 37.474695;442151382;4
55.798546 37.448779;442177445;99
55.786678 37.680724;441887180;4
55.652781 37.53367;442179010;0
55.664289 37.492904;441800661;3
55.78403 37.610727;442118126;3
55.678148 37.584451;441920719;0
55.674174 37.588548;442364225;0
55.662136 37.547046;441889428;5
55.70038 37.575334;442082791;4
55.797959 37.452058;441872954;0
55.73477 37.614841;442277425;144
55.818877 37.618354;442184864;1
55.774593 37.629277;442112395;3
55.815306 37.512622;441978665;1
55.83028 37.404815;441940361;2
